id,courseId,userId,createdAt,updatedAt,deletedAt
125,4416,5,2023-05-25 14:27:43.874,2023-05-25 14:27:43.874,
126,4417,5,2023-05-25 14:27:45.255,2023-05-25 14:27:45.255,
127,4415,5,2023-05-25 14:27:45.239,2023-05-25 14:27:45.239,
128,4741,7,2023-05-25 14:30:05.596,2023-05-25 14:30:05.596,
129,4730,7,2023-05-25 14:30:08.876,2023-05-25 14:30:08.876,
130,4764,7,2023-05-25 15:36:32.078,2023-05-25 15:36:32.078,
131,4299,7,2023-05-25 16:00:35.191,2023-05-25 16:00:35.191,
132,4789,7,2023-05-25 16:00:53.857,2023-05-25 16:00:53.857,
133,4803,7,2023-05-26 01:59:48.204,2023-05-26 01:59:48.204,
134,3884,2,2023-05-26 02:02:56.101,2023-05-26 02:02:56.101,
135,3885,2,2023-05-26 02:02:57.905,2023-05-26 02:02:57.905,
136,100,2,2023-05-26 02:03:01.470,2023-05-26 02:03:01.470,
137,104,2,2023-05-26 02:03:01.725,2023-05-26 02:03:01.725,
138,4861,2,2023-05-30 08:20:28.435,2023-05-30 08:20:28.435,
139,4862,2,2023-05-30 08:20:31.988,2023-05-30 08:20:31.988,
140,4285,2,2023-05-30 08:20:32.476,2023-05-30 08:20:32.476,
141,2420,2,2023-05-30 08:20:33.218,2023-05-30 08:20:33.218,
142,4863,2,2023-05-30 08:20:33.567,2023-05-30 08:20:33.567,
143,4864,2,2023-05-30 08:20:34.145,2023-05-30 08:20:34.145,
144,55,2,2023-05-30 08:48:42.030,2023-05-30 08:48:42.030,
145,56,2,2023-05-30 08:48:46.379,2023-05-30 08:48:46.379,
146,1143,8,2023-06-03 09:46:44.910,2023-06-03 09:46:44.910,
147,4959,8,2023-06-03 09:46:49.896,2023-06-03 09:46:49.896,
148,4981,8,2023-06-03 09:49:52.925,2023-06-03 09:49:52.925,
149,4996,9,2023-06-03 19:23:10.240,2023-06-03 19:23:10.240,
150,4997,9,2023-06-03 19:23:13.695,2023-06-03 19:23:13.695,
151,4998,9,2023-06-03 19:23:14.144,2023-06-03 19:23:14.144,
152,5003,9,2023-06-03 19:23:14.828,2023-06-03 19:23:14.828,
153,4999,9,2023-06-03 19:23:14.780,2023-06-03 19:23:14.780,
154,5000,9,2023-06-03 19:23:15.513,2023-06-03 19:23:15.513,
155,5001,9,2023-06-03 19:23:16.498,2023-06-03 19:23:16.498,
156,5002,9,2023-06-03 19:23:17.011,2023-06-03 19:23:17.011,
157,5003,9,2023-06-03 19:32:55.890,2023-06-03 19:32:55.890,
158,5001,9,2023-06-03 19:32:58.471,2023-06-03 19:32:58.471,
159,5074,9,2023-06-03 19:33:13.125,2023-06-03 19:33:13.125,
160,5075,9,2023-06-03 19:33:14.414,2023-06-03 19:33:14.414,
161,5076,9,2023-06-03 19:33:16.145,2023-06-03 19:33:16.145,
162,5083,9,2023-06-03 23:52:37.751,2023-06-03 23:52:37.751,
163,4997,9,2023-06-03 23:52:41.029,2023-06-03 23:52:41.029,
164,4998,9,2023-06-03 23:52:41.913,2023-06-03 23:52:41.913,
165,5084,9,2023-06-03 23:52:42.066,2023-06-03 23:52:42.066,
166,4999,9,2023-06-03 23:52:42.956,2023-06-03 23:52:42.956,
167,5088,9,2023-06-03 23:52:46.179,2023-06-03 23:52:46.179,
168,5087,9,2023-06-03 23:52:46.550,2023-06-03 23:52:46.550,
169,5089,9,2023-06-03 23:52:48.375,2023-06-03 23:52:48.375,
170,5088,9,2023-06-03 23:52:48.744,2023-06-03 23:52:48.744,
171,5087,9,2023-06-03 23:52:49.062,2023-06-03 23:52:49.062,
172,5086,9,2023-06-03 23:52:49.132,2023-06-03 23:52:49.132,
173,5085,9,2023-06-03 23:52:49.599,2023-06-03 23:52:49.599,
174,4999,9,2023-06-03 23:52:49.799,2023-06-03 23:52:49.799,
175,4999,9,2023-06-03 23:52:50.077,2023-06-03 23:52:50.077,
176,5086,9,2023-06-03 23:52:49.972,2023-06-03 23:52:49.972,
177,4999,9,2023-06-03 23:52:50.901,2023-06-03 23:52:50.901,
178,5243,9,2023-06-04 00:46:47.705,2023-06-04 00:46:47.705,
179,1832,9,2023-06-04 00:46:48.720,2023-06-04 00:46:48.720,
180,5244,9,2023-06-04 00:46:53.499,2023-06-04 00:46:53.499,
181,5245,9,2023-06-04 00:46:54.395,2023-06-04 00:46:54.395,
182,1839,9,2023-06-04 00:46:54.569,2023-06-04 00:46:54.569,
183,55,10,2023-06-04 00:51:58.030,2023-06-04 00:51:58.030,
184,4650,10,2023-06-04 00:51:59.274,2023-06-04 00:51:59.274,
185,5298,10,2023-06-04 00:51:59.523,2023-06-04 00:51:59.523,
186,60,10,2023-06-04 00:52:00.257,2023-06-04 00:52:00.257,
187,58,10,2023-06-04 00:52:00.453,2023-06-04 00:52:00.453,
188,55,10,2023-06-04 00:53:00.075,2023-06-04 00:53:00.075,
189,5298,10,2023-06-04 00:53:00.337,2023-06-04 00:53:00.337,
190,5368,10,2023-06-04 00:53:02.365,2023-06-04 00:53:02.365,
191,60,10,2023-06-04 00:53:02.848,2023-06-04 00:53:02.848,
192,5083,10,2023-06-04 01:45:46.309,2023-06-04 01:45:46.309,
193,4997,10,2023-06-04 01:45:49.760,2023-06-04 01:45:49.760,
194,4998,10,2023-06-04 01:45:50.168,2023-06-04 01:45:50.168,
195,5001,10,2023-06-04 01:45:51.353,2023-06-04 01:45:51.353,
196,5083,11,2023-06-04 01:47:56.268,2023-06-04 01:47:56.268,
197,5001,11,2023-06-04 01:47:57.830,2023-06-04 01:47:57.830,
198,5452,11,2023-06-04 02:12:49.163,2023-06-04 02:12:49.163,
199,5453,11,2023-06-04 02:12:50.001,2023-06-04 02:12:50.001,
200,5454,11,2023-06-04 02:12:50.228,2023-06-04 02:12:50.228,
201,5455,11,2023-06-04 02:12:52.831,2023-06-04 02:12:52.831,
202,5086,11,2023-06-04 02:12:53.976,2023-06-04 02:12:53.976,
203,5456,11,2023-06-04 02:12:54.319,2023-06-04 02:12:54.319,
204,5457,11,2023-06-04 02:12:54.745,2023-06-04 02:12:54.745,
205,5463,11,2023-06-04 02:13:26.589,2023-06-04 02:13:26.589,
206,5462,11,2023-06-04 02:13:27.281,2023-06-04 02:13:27.281,
207,5459,11,2023-06-04 02:13:28.505,2023-06-04 02:13:28.505,
208,5460,11,2023-06-04 02:13:28.587,2023-06-04 02:13:28.587,
209,5461,11,2023-06-04 02:13:28.649,2023-06-04 02:13:28.649,
210,5452,11,2023-06-04 02:15:57.468,2023-06-04 02:15:57.468,
211,5453,11,2023-06-04 02:15:58.026,2023-06-04 02:15:58.026,
212,5454,11,2023-06-04 02:15:58.511,2023-06-04 02:15:58.511,
213,5453,11,2023-06-04 02:15:58.855,2023-06-04 02:15:58.855,
214,5452,11,2023-06-04 02:15:59.312,2023-06-04 02:15:59.312,
215,5452,11,2023-06-04 02:15:59.691,2023-06-04 02:15:59.691,
216,5452,11,2023-06-04 02:16:00.072,2023-06-04 02:16:00.072,
217,5452,11,2023-06-04 02:16:00.310,2023-06-04 02:16:00.310,
218,5452,11,2023-06-04 02:16:00.616,2023-06-04 02:16:00.616,
219,5452,11,2023-06-04 02:16:00.984,2023-06-04 02:16:00.984,
220,5452,11,2023-06-04 02:16:01.272,2023-06-04 02:16:01.272,
221,5452,11,2023-06-04 02:16:01.619,2023-06-04 02:16:01.619,
222,5452,11,2023-06-04 02:16:01.965,2023-06-04 02:16:01.965,
223,5452,11,2023-06-04 02:16:34.096,2023-06-04 02:16:34.096,
224,5789,14,2023-06-04 04:20:15.585,2023-06-04 04:20:15.585,
225,3621,14,2023-06-04 04:20:18.811,2023-06-04 04:20:18.811,
226,5790,14,2023-06-04 04:20:19.247,2023-06-04 04:20:19.247,
227,3616,14,2023-06-04 04:20:19.643,2023-06-04 04:20:19.643,
228,5837,14,2023-06-04 04:20:26.172,2023-06-04 04:20:26.172,
229,5838,14,2023-06-04 04:20:26.627,2023-06-04 04:20:26.627,
230,5839,14,2023-06-04 04:20:27.002,2023-06-04 04:20:27.002,
231,5840,14,2023-06-04 04:20:27.622,2023-06-04 04:20:27.622,
232,5869,14,2023-06-04 04:20:36.769,2023-06-04 04:20:36.769,
233,5870,14,2023-06-04 04:20:37.338,2023-06-04 04:20:37.338,
234,5871,14,2023-06-04 04:20:37.774,2023-06-04 04:20:37.774,
235,5872,14,2023-06-04 04:20:38.064,2023-06-04 04:20:38.064,
236,5871,14,2023-06-04 04:21:36.701,2023-06-04 04:21:36.701,
237,5901,14,2023-06-04 04:21:37.138,2023-06-04 04:21:37.138,
238,5869,14,2023-06-04 04:21:43.934,2023-06-04 04:21:43.934,
239,5905,14,2023-06-04 04:21:44.328,2023-06-04 04:21:44.328,
240,5870,14,2023-06-04 04:21:45.019,2023-06-04 04:21:45.019,
241,5871,14,2023-06-04 04:21:45.395,2023-06-04 04:21:45.395,
242,5908,15,2023-06-07 13:19:19.745,2023-06-07 13:19:19.745,
243,5907,15,2023-06-07 13:19:21.751,2023-06-07 13:19:21.751,
244,5909,15,2023-06-07 13:19:23.790,2023-06-07 13:19:23.790,
